"r","y","value"
"mi",2019,2700.37369736976
"mn",2019,6366.60580829252
"ms",2019,1932.45563113302
"mo",2019,3758.79324860149
"mt",2019,1390.98265003916
"ne",2019,6293.93761522068
"nv",2019,144.417121549546
"nh",2019,75.3128141964668
"nj",2019,596.705299006901
"nm",2019,784.006597627528
"ny",2019,1501.60502178157
"nc",2019,3376.66055106523
"nd",2019,4088.23303747318
"oh",2019,3509.32558483552
"ok",2019,1828.7767573172
"or",2019,2105.83030938206
"pa",2019,2024.68306765145
"ri",2019,32.2465222856056
"sc",2019,799.512929923334
"sd",2019,3285.93420208651
"tn",2019,1510.20850926619
"tx",2019,6300.48937508453
"ut",2019,455.361751009785
"vt",2019,192.669773351767
"va",2019,1086.50402924929
"wa",2019,3601.30236178694
"wv",2019,158.137354958929
"wi",2019,2841.44332871403
"wy",2019,330.43778493488
